cbo_codigo;descricao_original_fonte;titulo_oficial_cbo2002;grande_grupo;familia_ocupacional;categoria_profissional_agregada;nivel_formacao;universo;incluido_universo_principal;justificativa;fonte_normativa;observacao_ambiguidade;n_registros
373220;Superv. Técni;Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo;3;3732;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
374110;Tec. Instalaç;Técnico em instalação de equipamentos de áudio;3;3741;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);4
374110;Tec. Instalação de Equipamentos de áud;Técnico em instalação de equipamentos de áudio;3;3741;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);3
376320;Apresentador;Apresentador de programas de televisão;3;3763;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
377110;Atleta Profis;Atleta profissional de futebol;3;3771;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
391115;Controlador d;Controlador de entrada e saída;3;3911;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
391125;Tec. Planejam;Técnico de planejamento de produção;3;3911;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
391205;Inspetor de Q;Inspetor de qualidade;3;3912;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
391210;Tec. Garantia;Técnico de garantia da qualidade;3;3912;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
391215;Oper. Inspeção de Qualidade;Operador de inspeção de qualidade;3;3912;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
395105;Tec. Apoio em Pesquisa e Desenv. (Exce;Técnico de apoio em pesquisa e desenvolvimento (exceto agropecuário e florestal);3;3951;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
410105;Superv. Admin;Supervisor administrativo;4;4101;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;13
410105;Superv. Administrativo;Supervisor administrativo;4;4101;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
410110;;(não consta na tabela vigente);4;4101;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";"Código ausente da tabela vigente (família reestruturada); validado pela descrição da fonte";1
410205;Superv. Almox;Supervisor de almoxarifado;4;4102;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
410220;Superv. Contr;Supervisor de controle patrimonial;4;4102;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
410225;Superv. Crédi;Supervisor de crédito e cobrança;4;4102;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
410235;Superv. Tesou;Supervisor de tesouraria;4;4102;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
411005;Auxiliar de E;Auxiliar de escritório;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;73
411005;Auxiliar de Escritório, em Geral;Auxiliar de escritório;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;20
411010;Assistente Ad;Assistente administrativo;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;63
411010;Assistente Administrativo;Assistente administrativo;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;22
411030;Auxiliar Pess;Auxiliar de pessoal;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
411030;Auxiliar Pessoal;Auxiliar de pessoal;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
411045;Auxiliar Serv;Auxiliar de serviços de importação e exportação;4;4110;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
412105;Datilógrafo;Datilógrafo;4;4121;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
412115;Oper. Mensagens de Telecomunicações (C;Operador de mensagens de telecomunicações (correios);4;4121;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
412120;Superv. Digit;Supervisor de digitação e operação;4;4121;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
412205;Contínuo;Contínuo;4;4122;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;11
413110;Auxiliar Cont;Auxiliar de contabilidade;4;4131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;9
413110;Auxiliar Contabilidade;Auxiliar de contabilidade;4;4131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
413115;Auxiliar Fatu;Auxiliar de faturamento;4;4131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;9
413115;Auxiliar Faturamento;Auxiliar de faturamento;4;4131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;5
413205;Atendente Agê;Atendente de agência;4;4132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;5
413205;Atendente Agência;Atendente de agência;4;4132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;7
413210;Caixa Banco;Caixa de banco;4;4132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;42
413220;Conferente Se;Conferente de serviços bancários;4;4132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
413220;Conferente Serv. Banc.;Conferente de serviços bancários;4;4132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
414105;Almoxarife;Almoxarife;4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;46
414110;Armazenista;Armazenista;4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;26
414115;Balanceiro;Balanceiro;4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
414120;;Conferente mercadoria (exceto carga e descarga);4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
414125;;Estoquista;4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;19
414135;;Expedidor de mercadorias;4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;6
414140;;Auxiliar de logística;4;4141;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
414205;Apontador Mão-De-Obra;Apontador de mão-de-obra;4;4142;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
414210;Apontador Pro;Apontador de produção;4;4142;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;6
414215;Conferente Ca;Conferente de carga e descarga;4;4142;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
415105;Arquivista Documentos;Arquivista de documentos;4;4151;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
415115;Codificador D;Codificador de dados;4;4151;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
415205;Carteiro;Carteiro;4;4152;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;16
415210;Oper. Triagem;Operador de triagem e transbordo;4;4152;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
420125;Superv. Recep;Supervisor de recepcionistas;4;4201;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
420130;Superv. Telef;Supervisor de telefonistas;4;4201;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
420135;Superv. Telem;Supervisor de telemarketing e atendimento;4;4201;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
420135;Superv. Telemarketing e Atendimento;Supervisor de telemarketing e atendimento;4;4201;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
421105;Atendente Com;Atendente comercial (agência postal);4;4211;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
421105;Atendente Comercial (Agência Postal);Atendente comercial (agência postal);4;4211;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
421120;Emissor Passa;Emissor de passagens;4;4211;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
421125;Oper. Caixa;Operador de caixa;4;4211;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);113
421310;Cobrador Inte;Cobrador interno;4;4213;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
422105;Recepcionista;Recepcionista, em geral;4;4221;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;54
422105;Recepcionista, em Geral;Recepcionista, em geral;4;4221;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;21
422110;Recepcionista;Recepcionista de consultório médico ou dentário;4;4221;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;6
422120;Recepcionista;Recepcionista de hotel;4;4221;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
422120;Recepcionista Hotel;Recepcionista de hotel;4;4221;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
422205;Telefonista;Telefonista;4;4222;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
422305;Oper. Telemarketing Ativo;Operador de telemarketing ativo;4;4223;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);1
422310;Oper. Telemar;Operador de telemarketing ativo e receptivo;4;4223;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);2
422320;Oper. Telemar;Operador de telemarketing técnico;4;4223;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);8
422320;Oper. Telemarketing Técnico;Operador de telemarketing técnico;4;4223;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";Descrição da fonte diverge do título oficial (verificada manualmente);14
422335;;Monitor de teleatendimento;4;4223;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
510115;Superv. Andar;Supervisor de andar;5;5101;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
510120;Chefe Portari;Chefe de portaria de hotel;5;5101;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
510305;Superv. Bombe;Supervisor de bombeiros;5;5103;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
510310;Superv. Vigil;Supervisor de vigilantes;5;5103;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;3
511115;Taifeiro (Exc;Taifeiro (exceto militares);5;5111;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;53
511115;Taifeiro (Exceto Militares);Taifeiro (exceto militares);5;5111;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;9
512105;Empregado Dom;Empregado  doméstico  nos serviços gerais;5;5121;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
512105;Empregado Doméstico nos Serv. Gerais;Empregado  doméstico  nos serviços gerais;5;5121;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
513110;Mordomo Hotel;Mordomo de hotelaria;5;5131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
513110;Mordomo Hotelaria;Mordomo de hotelaria;5;5131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
513115;Governanta Ho;Governanta de hotelaria;5;5131;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
513205;Cozinheiro Ge;Cozinheiro geral;5;5132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;65
513205;Cozinheiro Geral;Cozinheiro geral;5;5132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;29
513210;Cozinheiro Se;Cozinheiro do serviço doméstico;5;5132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
513220;Cozinheiro Ho;Cozinheiro de hospital;5;5132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;6
513220;Cozinheiro Hospital;Cozinheiro de hospital;5;5132;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
513305;Camareira Teatro;Camareiro de teatro;5;5133;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
513315;Camareiro Hot;Camareiro  de hotel;5;5133;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;14
513315;Camareiro Hotel;Camareiro  de hotel;5;5133;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;5
513405;Garçom;Garçom;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;29
513415;Cumim;Cumim;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;2
513425;Copeiro;Copeiro;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;39
513430;Copeiro Hospi;Copeiro de hospital;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;16
513430;Copeiro Hospital;Copeiro de hospital;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;6
513435;Atendente Lan;Atendente de lanchonete;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;29
513435;Atendente Lanchonete;Atendente de lanchonete;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;4
513440;;Barista;5;5134;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
513505;;Auxiliar nos serviços de alimentação;5;5135;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;57
513605;;Churrasqueiro;5;5136;Outras ocupações (fora do campo da saúde);;apoio_ou_outra;não;Família CBO fora do campo da saúde;"CBO 2002 (MTE) – tabela 'CBO2002-Ocupação' (espelho público; ver referencias/fonte_cbo.txt)";;1
